Gene	Fam	Cat
Bgt-1522	NonEff	NonEff
Bgt-51676	NonEff	NonEff
Bgt-51677	NonEff	NonEff
Bgt-51674	NonEff	NonEff
Bgt-3690	NonEff	NonEff
Bgt-5474	NonEff	NonEff
Bgt-2491-2	NonEff	NonEff
BgtA-20777	NonEff	NonEff
Bgt-2685	NonEff	NonEff
Bgt-2096	NonEff	NonEff
Bgt-672	NonEff	NonEff
Bgt-2094	NonEff	NonEff
Bgt-2493	NonEff	NonEff
Bgt-51678	NonEff	NonEff
Bgt-20028-2	NonEff	NonEff
BgtA-21215	NonEff	NonEff
Bgt-51680	NonEff	NonEff
Bgt-51683	NonEff	NonEff
Bgt-51682	NonEff	NonEff
BgtA-20991	NonEff	NonEff
BgtA-20990	NonEff	NonEff
Bgt-51681	NonEff	NonEff
Bgt-20300	NonEff	NonEff
Bgt-51684	NonEff	NonEff
Bgt-51688	NonEff	NonEff
Bgt-51689	NonEff	NonEff
Bgt-51690	NonEff	NonEff
Bgt-51691	NonEff	NonEff
Bgt-51686	NonEff	NonEff
Bgt-51692	NonEff	NonEff
Bgt-51685	NonEff	NonEff
Bgt-51687	NonEff	NonEff
Bgt-51693	NonEff	NonEff
Bgt-51702	NonEff	NonEff
Bgt-51701	NonEff	NonEff
Bgt-51695	NonEff	NonEff
Bgt-5137	NonEff	NonEff
Bgt-4823	NonEff	NonEff
Bgt-1150	NonEff	NonEff
Bgt-3109	NonEff	NonEff
Bgt-3109-2	NonEff	NonEff
Bgt-5414	NonEff	NonEff
Bgt-1161	NonEff	NonEff
Bgt-51698	NonEff	NonEff
Bgt-51697	NonEff	NonEff
Bgt-51699	NonEff	NonEff
Bgt-51696	NonEff	NonEff
Bgt-51700	NonEff	NonEff
Bgt-4277	NonEff	NonEff
Bgt-51455	NonEff	NonEff
Bgt-51453	NonEff	NonEff
Bgt-202033	NonEff	NonEff
BgtA-21026	NonEff	NonEff
Bgt-1236	NonEff	NonEff
Bgt-51454	NonEff	NonEff
Bgt-5517	NonEff	NonEff
Bgt-1180	NonEff	NonEff
Bgt-5412	NonEff	NonEff
Bgt-3730	NonEff	NonEff
Bgt-951	NonEff	NonEff
Bgt-5413	NonEff	NonEff
Bgt-20508	NonEff	NonEff
Bgt-1233	NonEff	NonEff
Bgt-632	NonEff	NonEff
Bgt-1232	NonEff	NonEff
Bgt-1237	NonEff	NonEff
Bgt-4819	NonEff	NonEff
Bgt-545	NonEff	NonEff
Bgt-1231	NonEff	NonEff
Bgt-517	NonEff	NonEff
Bgt-2051	NonEff	NonEff
Bgt-2188	NonEff	NonEff
BgtA-20063	NonEff	NonEff
Bgt-4263	NonEff	NonEff
BgtA-20062	NonEff	NonEff
BgtA-21213	NonEff	NonEff
Bgt-858	NonEff	NonEff
Bgt-857	NonEff	NonEff
Bgt-1230-2	NonEff	NonEff
Bgt-1230	NonEff	NonEff
Bgt-3380	NonEff	NonEff
Bgt-3381	NonEff	NonEff
Bgt-5493	NonEff	NonEff
Bgt-3387	NonEff	NonEff
Bgt-3389	NonEff	NonEff
Bgt-5441	NonEff	NonEff
Bgt-24	NonEff	NonEff
Bgt-102	NonEff	NonEff
Bgt-20991	NonEff	NonEff
Bgt-117	NonEff	NonEff
Bgt-51160	NonEff	NonEff
Bgt-51450	NonEff	NonEff
Bgt-561	NonEff	NonEff
Bgt-67	NonEff	NonEff
Bgt-3662	NonEff	NonEff
Bgt-1545	NonEff	NonEff
Bgt-1547	NonEff	NonEff
Bgt-627	NonEff	NonEff
Bgt-20940	NonEff	NonEff
Bgt-4802	NonEff	NonEff
Bgt-3172	NonEff	NonEff
Bgt-3402	NonEff	NonEff
Bgt-5372	NonEff	NonEff
BgtA-20316	NonEff	NonEff
Bgt-4989	NonEff	NonEff
Bgt-5193	NonEff	NonEff
Bgt-2923	NonEff	NonEff
Bgt-50194	NonEff	NonEff
Bgt-50195	NonEff	NonEff
Bgt-60029	NonEff	NonEff
Bgt-227	NonEff	NonEff
Bgt-2935	NonEff	NonEff
Bgt-2926	NonEff	NonEff
Bgt-358	NonEff	NonEff
Bgt-3645	NonEff	NonEff
Bgt-374	NonEff	NonEff
Bgt-511	NonEff	NonEff
Bgt-2168	NonEff	NonEff
Bgt-1327	NonEff	NonEff
Bgt-20034	NonEff	NonEff
Bgt-20130	NonEff	NonEff
Bgt-2296	NonEff	NonEff
Bgt-4811	NonEff	NonEff
Bgt-3314-2	NonEff	NonEff
Bgt-3314	NonEff	NonEff
Bgt-3313	NonEff	NonEff
Bgt-4793	NonEff	NonEff
Bgt-20365	NonEff	NonEff
Bgt-20255-2	NonEff	NonEff
Bgt-3589	NonEff	NonEff
Bgt-50191	NonEff	NonEff
Bgt-4412	NonEff	NonEff
Bgt-5306	NonEff	NonEff
Bgt-85	NonEff	NonEff
Bgt-4917	NonEff	NonEff
Bgt-4917-2	NonEff	NonEff
Bgt-4918	NonEff	NonEff
Bgt-5411	NonEff	NonEff
Bgt-3437-2	NonEff	NonEff
Bgt-3437	NonEff	NonEff
Bgt-4381	NonEff	NonEff
BgtE-5540-1	NonEff	NonEff
Bgt-3090	NonEff	NonEff
BgtA-20104	NonEff	NonEff
Bgt-2759	NonEff	NonEff
Bgt-1709	NonEff	NonEff
Bgt-5440	NonEff	NonEff
Bgt-301	NonEff	NonEff
BgtA-20105	NonEff	NonEff
Bgt-2407	NonEff	NonEff
Bgt-1712	NonEff	NonEff
Bgt-234	NonEff	NonEff
BgtA-20569	NonEff	NonEff
Bgt-4568	NonEff	NonEff
Bgt-4718	NonEff	NonEff
Bgt-2757	NonEff	NonEff
Bgt-1708	NonEff	NonEff
Bgt-115	NonEff	NonEff
Bgt-2756	NonEff	NonEff
BgtA-20568	NonEff	NonEff
Bgt-478-2	NonEff	NonEff
Bgt-478	NonEff	NonEff
Bgt-3487	NonEff	NonEff
Bgt-471	NonEff	NonEff
BgtA-21013	NonEff	NonEff
Bgt-4826	NonEff	NonEff
Bgt-2760	NonEff	NonEff
Bgt-5214	NonEff	NonEff
Bgt-50210	NonEff	NonEff
Bgt-50209	NonEff	NonEff
Bgt-50213	NonEff	NonEff
Bgt-50214	NonEff	NonEff
Bgt-50207	NonEff	NonEff
Bgt-50206	NonEff	NonEff
BgtA-21355	NonEff	NonEff
Bgt-20122	NonEff	NonEff
Bgt-50211	NonEff	NonEff
Bgt-50212	NonEff	NonEff
BgtA-21332	NonEff	NonEff
Bgt-5410	NonEff	NonEff
Bgt-51427	NonEff	NonEff
Bgt-2932	NonEff	NonEff
Bgt-3362	NonEff	NonEff
Bgt-1974	NonEff	NonEff
Bgt-5409	NonEff	NonEff
Bgt-20336	NonEff	NonEff
Bgt-5429	NonEff	NonEff
Bgt-1723	NonEff	NonEff
Bgt-20028	NonEff	NonEff
Bgt-50203	NonEff	NonEff
Bgt-50204	NonEff	NonEff
Bgt-20564	NonEff	NonEff
Bgt-1720-2	NonEff	NonEff
Bgt-1720	NonEff	NonEff
Bgt-2755	NonEff	NonEff
Bgt-1037	NonEff	NonEff
Bgt-1037-2	NonEff	NonEff
Bgt-457	NonEff	NonEff
Bgt-169	NonEff	NonEff
Bgt-323	NonEff	NonEff
Bgt-1722	NonEff	NonEff
Bgt-1721	NonEff	NonEff
Bgt-1725	NonEff	NonEff
BgtA-20270	NonEff	NonEff
BgtA-20271	NonEff	NonEff
Bgt-50200	NonEff	NonEff
Bgt-50199	NonEff	NonEff
Bgt-20683	NonEff	NonEff
Bgt-50198	NonEff	NonEff
Bgt-4809	NonEff	NonEff
Bgt-50197	NonEff	NonEff
BgtA-21350	NonEff	NonEff
BgtAc-30977	NonEff	NonEff
Bgt-1553	NonEff	NonEff
Bgt-20639	NonEff	NonEff
Bgt-673	NonEff	NonEff
Bgt-3146	NonEff	NonEff
Bgt-3154	NonEff	NonEff
Bgt-2987	NonEff	NonEff
Bgt-1316	NonEff	NonEff
BgtASP-21259	NonEff	NonEff
BgtA-21426	NonEff	NonEff
BgtA-20037	NonEff	NonEff
Bgt-5402	NonEff	NonEff
Bgt-4318	NonEff	NonEff
Bgt-5269	NonEff	NonEff
Bgt-1501	NonEff	NonEff
Bgt-1477	NonEff	NonEff
Bgt-2171	NonEff	NonEff
Bgt-381	NonEff	NonEff
Bgt-258	NonEff	NonEff
Bgt-2165	NonEff	NonEff
Bgt-2156	NonEff	NonEff
Bgt-4599	NonEff	NonEff
Bgt-4511-2	NonEff	NonEff
Bgt-4511	NonEff	NonEff
Bgt-2084	NonEff	NonEff
Bgt-20008	NonEff	NonEff
Bgt-4137	NonEff	NonEff
BgtA-20033	NonEff	NonEff
Bgt-21008	NonEff	NonEff
Bgt-1472	NonEff	NonEff
Bgt-3981	NonEff	NonEff
Bgt-1473	NonEff	NonEff
Bgt-1474	NonEff	NonEff
Bgt-4945	NonEff	NonEff
Bgt-960	NonEff	NonEff
Bgt-3219	NonEff	NonEff
Bgt-20174	NonEff	NonEff
Bgt-4095	NonEff	NonEff
Bgt-4689	NonEff	NonEff
Bgt-721	NonEff	NonEff
BgtA-20768	NonEff	NonEff
Bgt-51307	NonEff	NonEff
Bgt-20962	NonEff	NonEff
Bgt-3398	NonEff	NonEff
Bgt-3397	NonEff	NonEff
Bgt-51306	NonEff	NonEff
Bgt-5484	NonEff	NonEff
Bgt-4851	NonEff	NonEff
Bgt-167	NonEff	NonEff
BgtA-20901	NonEff	NonEff
Bgt-1182	NonEff	NonEff
Bgt-4117	NonEff	NonEff
BgtA-20903	NonEff	NonEff
Bgt-4848	NonEff	NonEff
Bgt-51305	NonEff	NonEff
Bgt-20036	NonEff	NonEff
BgtA-20949	NonEff	NonEff
Bgt-4116-2	NonEff	NonEff
Bgt-1178	NonEff	NonEff
Bgt-541	NonEff	NonEff
Bgt-5362	NonEff	NonEff
Bgt-306	NonEff	NonEff
BgtA-20595	NonEff	NonEff
Bgt-4846	NonEff	NonEff
Bgt-2772	NonEff	NonEff
Bgt-4112	NonEff	NonEff
BgtA-20597	NonEff	NonEff
BgtA-21138	NonEff	NonEff
Bgt-4366	NonEff	NonEff
Bgt-835	NonEff	NonEff
Bgt-3261	NonEff	NonEff
Bgt-3262	NonEff	NonEff
Bgt-2725	NonEff	NonEff
Bgt-2724	NonEff	NonEff
Bgt-708	NonEff	NonEff
Bgt-411	NonEff	NonEff
Bgt-1618	NonEff	NonEff
Bgt-1200	NonEff	NonEff
Bgt-4312	NonEff	NonEff
Bgt-3189	NonEff	NonEff
Bgt-20749	NonEff	NonEff
Bgt-51304	NonEff	NonEff
Bgt-885	NonEff	NonEff
Bgt-20452	NonEff	NonEff
BgtAc-30065	NonEff	NonEff
Bgt-50336	NonEff	NonEff
Bgt-50338	NonEff	NonEff
Bgt-538	NonEff	NonEff
Bgt-50337	NonEff	NonEff
Bgt-820	NonEff	NonEff
BgtA-20635	NonEff	NonEff
Bgt-1324	NonEff	NonEff
Bgt-3201	NonEff	NonEff
Bgt-2144	NonEff	NonEff
Bgt-5032	NonEff	NonEff
Bgt-3206	NonEff	NonEff
Bgt-5126	NonEff	NonEff
Bgt-2662	NonEff	NonEff
BgtA-20603	NonEff	NonEff
BgtAc-30602	NonEff	NonEff
Bgt-1215	NonEff	NonEff
Bgt-50302	NonEff	NonEff
Bgt-20260	NonEff	NonEff
Bgt-1877	NonEff	NonEff
Bgt-4328	NonEff	NonEff
Bgt-4328-2	NonEff	NonEff
Bgt-2831	NonEff	NonEff
Bgt-2840	NonEff	NonEff
Bgt-2833	NonEff	NonEff
Bgt-50300	NonEff	NonEff
Bgt-50299	NonEff	NonEff
Bgt-2659	NonEff	NonEff
Bgt-51372	NonEff	NonEff
Bgt-1881	NonEff	NonEff
BgtAc-30259	NonEff	NonEff
BgtA-20258	NonEff	NonEff
Bgt-2839	NonEff	NonEff
Bgt-2835	NonEff	NonEff
Bgt-3310	NonEff	NonEff
Bgt-1879	NonEff	NonEff
Bgt-3251	NonEff	NonEff
Bgt-3514	NonEff	NonEff
Bgt-1331	NonEff	NonEff
Bgt-4838	NonEff	NonEff
Bgt-3640	NonEff	NonEff
Bgt-78	NonEff	NonEff
Bgt-1878	NonEff	NonEff
BgtAc-30181	NonEff	NonEff
Bgt-51665	NonEff	NonEff
Bgt-4570	NonEff	NonEff
Bgt-1637	NonEff	NonEff
Bgt-70	NonEff	NonEff
Bgt-1222	NonEff	NonEff
Bgt-1221	NonEff	NonEff
Bgt-1894	NonEff	NonEff
Bgt-51669	NonEff	NonEff
Bgt-51670	NonEff	NonEff
BgtA-20956	NonEff	NonEff
Bgt-2320	NonEff	NonEff
Bgt-2336	NonEff	NonEff
Bgt-51435	NonEff	NonEff
Bgt-51436	NonEff	NonEff
BgtA-20579	NonEff	NonEff
Bgt-3336	NonEff	NonEff
Bgt-697	NonEff	NonEff
Bgt-1838	NonEff	NonEff
Bgt-2151	NonEff	NonEff
Bgt-2157	NonEff	NonEff
Bgt-1837	NonEff	NonEff
Bgt-1837-2	NonEff	NonEff
Bgt-51672	NonEff	NonEff
Bgt-51672-2	NonEff	NonEff
BgtA-20945	NonEff	NonEff
Bgt-698	NonEff	NonEff
Bgt-1097	NonEff	NonEff
Bgt-20622	NonEff	NonEff
Bgt-5464	NonEff	NonEff
Bgt-3564	NonEff	NonEff
BgtAc-31358	NonEff	NonEff
Bgt-5463	NonEff	NonEff
Bgt-2943	NonEff	NonEff
Bgt-2230	NonEff	NonEff
Bgt-5209	NonEff	NonEff
Bgt-16	NonEff	NonEff
Bgt-1827	NonEff	NonEff
BgtA-20307	NonEff	NonEff
Bgt-2231	NonEff	NonEff
Bgt-5519	NonEff	NonEff
Bgt-1039	NonEff	NonEff
Bgt-5198	NonEff	NonEff
Bgt-4042	NonEff	NonEff
Bgt-198	NonEff	NonEff
Bgt-3202	NonEff	NonEff
Bgt-3207	NonEff	NonEff
Bgt-533	NonEff	NonEff
Bgt-1823	NonEff	NonEff
Bgt-1829	NonEff	NonEff
Bgt-1821	NonEff	NonEff
Bgt-1822	NonEff	NonEff
Bgt-1820	NonEff	NonEff
Bgt-4305	NonEff	NonEff
Bgt-51878	NonEff	NonEff
Bgt-20002	NonEff	NonEff
Bgt-3827-2	NonEff	NonEff
Bgt-3827	NonEff	NonEff
BgtA-21407	NonEff	NonEff
Bgt-4796	NonEff	NonEff
BgtA-21561	NonEff	NonEff
Bgt-2066	NonEff	NonEff
Bgt-4462	NonEff	NonEff
Bgt-4501	NonEff	NonEff
Bgt-3130	NonEff	NonEff
Bgt-20529	NonEff	NonEff
Bgt-4194	NonEff	NonEff
Bgt-4727	NonEff	NonEff
Bgt-1417	NonEff	NonEff
Bgt-4728	NonEff	NonEff
Bgt-51877	NonEff	NonEff
BgtA-20341	NonEff	NonEff
Bgt-51874	NonEff	NonEff
BgtE-20058	NonEff	NonEff
Bgt-3161	NonEff	NonEff
Bgt-3178	NonEff	NonEff
Bgt-4459	NonEff	NonEff
Bgt-631	NonEff	NonEff
Bgt-10	NonEff	NonEff
Bgt-1177	NonEff	NonEff
Bgt-4455	NonEff	NonEff
Bgt-20394	NonEff	NonEff
BgtA-20131	NonEff	NonEff
Bgt-1176	NonEff	NonEff
Bgt-51374	NonEff	NonEff
Bgt-4119	NonEff	NonEff
Bgt-4720	NonEff	NonEff
BgtA-20130	NonEff	NonEff
Bgt-20456	NonEff	NonEff
BgtAcSP-30129	NonEff	NonEff
Bgt-51373	NonEff	NonEff
Bgt-20093	NonEff	NonEff
Bgt-5393	NonEff	NonEff
Bgt-2915	NonEff	NonEff
Bgt-1419	NonEff	NonEff
Bgt-4472	NonEff	NonEff
Bgt-1747	NonEff	NonEff
BgtASP-21198	NonEff	NonEff
Bgt-1655	NonEff	NonEff
Bgt-1746	NonEff	NonEff
Bgt-1592	NonEff	NonEff
Bgt-51376	NonEff	NonEff
BgtA-20229	NonEff	NonEff
Bgt-3746	NonEff	NonEff
Bgt-20624	NonEff	NonEff
Bgt-1593	NonEff	NonEff
Bgt-20363	NonEff	NonEff
BgtASP-21069	NonEff	NonEff
Bgt-5030	NonEff	NonEff
BgtA-21070	NonEff	NonEff
Bgt-1594	NonEff	NonEff
Bgt-51381	NonEff	NonEff
Bgt-51382	NonEff	NonEff
Bgt-51378	NonEff	NonEff
Bgt-20623	NonEff	NonEff
Bgt-20361	NonEff	NonEff
Bgt-4230	NonEff	NonEff
Bgt-60041	NonEff	NonEff
Bgt-1392	NonEff	NonEff
BgtA-20474	NonEff	NonEff
Bgt-795	NonEff	NonEff
Bgt-3885	NonEff	NonEff
Bgt-5513	NonEff	NonEff
Bgt-4977	NonEff	NonEff
Bgt-592-2	NonEff	NonEff
Bgt-592	NonEff	NonEff
Bgt-3467	NonEff	NonEff
BgtA-20473	NonEff	NonEff
Bgt-5232	NonEff	NonEff
Bgt-563	NonEff	NonEff
BgtA-21101	NonEff	NonEff
BgtA-21100	NonEff	NonEff
Bgt-750	NonEff	NonEff
Bgt-751	NonEff	NonEff
Bgt-1204	NonEff	NonEff
Bgt-20470	NonEff	NonEff
BgtAc-30277	NonEff	NonEff
BgtA-20276	NonEff	NonEff
Bgt-1539	NonEff	NonEff
Bgt-1540	NonEff	NonEff
Bgt-1068	NonEff	NonEff
Bgt-4777	NonEff	NonEff
Bgt-3435	NonEff	NonEff
Bgt-5063	NonEff	NonEff
Bgt-5314	NonEff	NonEff
Bgt-1504	NonEff	NonEff
Bgt-4755	NonEff	NonEff
Bgt-2675	NonEff	NonEff
Bgt-1486	NonEff	NonEff
Bgt-4930	NonEff	NonEff
BgtA-20149	NonEff	NonEff
Bgt-5291	NonEff	NonEff
Bgt-3315	NonEff	NonEff
Bgt-5292	NonEff	NonEff
Bgt-725	NonEff	NonEff
Bgt-88	NonEff	NonEff
Bgt-2120	NonEff	NonEff
Bgt-3747	NonEff	NonEff
Bgt-2969	NonEff	NonEff
Bgt-20487	NonEff	NonEff
Bgt-194	NonEff	NonEff
Bgt-1563	NonEff	NonEff
Bgt-1562	NonEff	NonEff
Bgt-106	NonEff	NonEff
Bgt-4110	NonEff	NonEff
Bgt-3764	NonEff	NonEff
BgtA-20148	NonEff	NonEff
BgtA-20147	NonEff	NonEff
Bgt-2126	NonEff	NonEff
Bgt-1564	NonEff	NonEff
Bgt-1565	NonEff	NonEff
Bgt-1765	NonEff	NonEff
Bgt-726	NonEff	NonEff
Bgt-5400	NonEff	NonEff
Bgt-1152	NonEff	NonEff
Bgt-1151	NonEff	NonEff
Bgt-417	NonEff	NonEff
Bgt-51508	NonEff	NonEff
Bgt-51507	NonEff	NonEff
Bgt-1754	NonEff	NonEff
Bgt-20940-3	NonEff	NonEff
Bgt-1758	NonEff	NonEff
Bgt-1753	NonEff	NonEff
Bgt-1760-2	NonEff	NonEff
Bgt-3794	NonEff	NonEff
Bgt-5157	NonEff	NonEff
Bgt-1768	NonEff	NonEff
Bgt-781	NonEff	NonEff
BgtA-20006	NonEff	NonEff
Bgt-3743	NonEff	NonEff
Bgt-3741	NonEff	NonEff
Bgt-1766	NonEff	NonEff
Bgt-60042	NonEff	NonEff
BgtA-21387	NonEff	NonEff
Bgt-907	NonEff	NonEff
Bgt-20886	NonEff	NonEff
Bgt-51505	NonEff	NonEff
Bgt-4781-2	NonEff	NonEff
Bgt-1767	NonEff	NonEff
Bgt-3285	NonEff	NonEff
Bgt-4283	NonEff	NonEff
BgtA-20870	NonEff	NonEff
Bgt-2642-3	NonEff	NonEff
Bgt-2642	NonEff	NonEff
Bgt-4289	NonEff	NonEff
Bgt-3641	NonEff	NonEff
Bgt-5172	NonEff	NonEff
Bgt-2298	NonEff	NonEff
Bgt-5171	NonEff	NonEff
Bgt-51502	NonEff	NonEff
Bgt-51501	NonEff	NonEff
BgtE-2758	NonEff	NonEff
Bgt-521	NonEff	NonEff
Bgt-1141	NonEff	NonEff
Bgt-2763	NonEff	NonEff
Bgt-2761	NonEff	NonEff
Bgt-2762	NonEff	NonEff
Bgt-453	NonEff	NonEff
BgtA-20194	NonEff	NonEff
Bgt-3947	NonEff	NonEff
Bgt-682	NonEff	NonEff
Bgt-1852	NonEff	NonEff
Bgt-2985-2	NonEff	NonEff
Bgt-2985	NonEff	NonEff
Bgt-436	NonEff	NonEff
Bgt-436-2	NonEff	NonEff
Bgt-4566	NonEff	NonEff
Bgt-65	NonEff	NonEff
Bgt-3904	NonEff	NonEff
Bgt-3810	NonEff	NonEff
Bgt-3810-2	NonEff	NonEff
Bgt-3811	NonEff	NonEff
Bgt-3812	NonEff	NonEff
Bgt-51499	NonEff	NonEff
Bgt-1427	NonEff	NonEff
Bgt-1429	NonEff	NonEff
Bgt-4567-2	NonEff	NonEff
Bgt-4567	NonEff	NonEff
Bgt-3905	NonEff	NonEff
Bgt-4565	NonEff	NonEff
Bgt-1428	NonEff	NonEff
Bgt-800	NonEff	NonEff
Bgt-20390	NonEff	NonEff
Bgt-20932-2	NonEff	NonEff
Bgt-51513	NonEff	NonEff
Bgt-5506	NonEff	NonEff
Bgt-3906	NonEff	NonEff
Bgt-1450	NonEff	NonEff
Bgt-4436	NonEff	NonEff
Bgt-1453-2	NonEff	NonEff
Bgt-20060	NonEff	NonEff
Bgt-3944	NonEff	NonEff
Bgt-1454	NonEff	NonEff
Bgt-735	NonEff	NonEff
Bgt-735-2	NonEff	NonEff
Bgt-1455	NonEff	NonEff
Bgt-1451	NonEff	NonEff
Bgt-1183	NonEff	NonEff
Bgt-2233	NonEff	NonEff
Bgt-3432	NonEff	NonEff
Bgt-20280	NonEff	NonEff
BgtA-21252	NonEff	NonEff
Bgt-51512	NonEff	NonEff
Bgt-1452	NonEff	NonEff
Bgt-3907	NonEff	NonEff
Bgt-50039	NonEff	NonEff
Bgt-50037	NonEff	NonEff
Bgt-50040	NonEff	NonEff
Bgt-20165	NonEff	NonEff
BgtA-20348	NonEff	NonEff
Bgt-3539	NonEff	NonEff
Bgt-3538	NonEff	NonEff
Bgt-2193	NonEff	NonEff
Bgt-1934	NonEff	NonEff
Bgt-1160	NonEff	NonEff
Bgt-51624	NonEff	NonEff
Bgt-51622	NonEff	NonEff
Bgt-51623	NonEff	NonEff
Bgt-51451	NonEff	NonEff
Bgt-4798	NonEff	NonEff
Bgt-50329	NonEff	NonEff
Bgt-1940	NonEff	NonEff
Bgt-1932	NonEff	NonEff
Bgt-1171	NonEff	NonEff
Bgt-1173	NonEff	NonEff
Bgt-1170	NonEff	NonEff
Bgt-20318	NonEff	NonEff
Bgt-1931	NonEff	NonEff
Bgt-1930	NonEff	NonEff
Bgt-450	NonEff	NonEff
Bgt-50330	NonEff	NonEff
Bgt-20978	NonEff	NonEff
Bgt-5265-2	NonEff	NonEff
BgtA-21243	NonEff	NonEff
Bgt-50332	NonEff	NonEff
Bgt-33	NonEff	NonEff
Bgt-33-2	NonEff	NonEff
Bgt-50335	NonEff	NonEff
Bgt-389	NonEff	NonEff
Bgt-1938	NonEff	NonEff
Bgt-5098	NonEff	NonEff
Bgt-50136	NonEff	NonEff
Bgt-1926	NonEff	NonEff
Bgt-4060	NonEff	NonEff
Bgt-5261	NonEff	NonEff
BgtA-20585	NonEff	NonEff
Bgt-4190	NonEff	NonEff
Bgt-4282	NonEff	NonEff
Bgt-636	NonEff	NonEff
Bgt-1935	NonEff	NonEff
BgtAc-30426	NonEff	NonEff
Bgt-1936	NonEff	NonEff
Bgt-273-3	NonEff	NonEff
Bgt-273-2	NonEff	NonEff
Bgt-20695	NonEff	NonEff
Bgt-50135	NonEff	NonEff
Bgt-50133	NonEff	NonEff
Bgt-50132	NonEff	NonEff
Bgt-2327	NonEff	NonEff
Bgt-2312	NonEff	NonEff
Bgt-3574	NonEff	NonEff
Bgt-5264	NonEff	NonEff
Bgt-4877	NonEff	NonEff
Bgt-5158	NonEff	NonEff
Bgt-50221	NonEff	NonEff
Bgt-50223	NonEff	NonEff
Bgt-50217	NonEff	NonEff
Bgt-50219	NonEff	NonEff
Bgt-50218	NonEff	NonEff
Bgt-50216	NonEff	NonEff
Bgt-5101	NonEff	NonEff
Bgt-5101-2	NonEff	NonEff
BgtAc-31349	NonEff	NonEff
BgtA-21348	NonEff	NonEff
Bgt-2748	NonEff	NonEff
Bgt-2119	NonEff	NonEff
Bgt-2114	NonEff	NonEff
Bgt-20116	NonEff	NonEff
Bgt-20205	NonEff	NonEff
Bgt-50224	NonEff	NonEff
Bgt-5298	NonEff	NonEff
Bgt-2121	NonEff	NonEff
Bgt-50225	NonEff	NonEff
Bgt-388-3	NonEff	NonEff
Bgt-50227	NonEff	NonEff
Bgt-50226	NonEff	NonEff
Bgt-388-2	NonEff	NonEff
Bgt-388	NonEff	NonEff
BgtAc-30279	NonEff	NonEff
Bgt-2123	NonEff	NonEff
Bgt-1443	NonEff	NonEff
Bgt-50228	NonEff	NonEff
BgtAc-31345	NonEff	NonEff
Bgt-1266	NonEff	NonEff
Bgt-3809	NonEff	NonEff
Bgt-5512	NonEff	NonEff
Bgt-253	NonEff	NonEff
Bgt-20149	NonEff	NonEff
Bgt-51911	NonEff	NonEff
BgtE-5712	NonEff	NonEff
Bgt-1442	NonEff	NonEff
Bgt-51913	NonEff	NonEff
BgtE-5708	NonEff	NonEff
BgtE-5705	NonEff	NonEff
Bgt-2334	NonEff	NonEff
Bgt-1223	NonEff	NonEff
Bgt-2348-2	NonEff	NonEff
Bgt-2348	NonEff	NonEff
Bgt-2349	NonEff	NonEff
Bgt-20157	NonEff	NonEff
BgtAc-31535	NonEff	NonEff
BgtE-20123	NonEff	NonEff
Bgt-3739	NonEff	NonEff
Bgt-5075	NonEff	NonEff
Bgt-5446	NonEff	NonEff
Bgt-51916	NonEff	NonEff
Bgt-2684	NonEff	NonEff
Bgt-738	NonEff	NonEff
Bgt-2419	NonEff	NonEff
Bgt-2526	NonEff	NonEff
Bgt-2420	NonEff	NonEff
Bgt-2420-2	NonEff	NonEff
Bgt-580	NonEff	NonEff
Bgt-3147	NonEff	NonEff
Bgt-3126	NonEff	NonEff
Bgt-224	NonEff	NonEff
BgtA-20741	NonEff	NonEff
Bgt-50536	NonEff	NonEff
Bgt-2638	NonEff	NonEff
Bgt-2632	NonEff	NonEff
Bgt-5450	NonEff	NonEff
Bgt-5083	NonEff	NonEff
Bgt-3004	NonEff	NonEff
Bgt-4453	NonEff	NonEff
Bgt-3005	NonEff	NonEff
Bgt-50547	NonEff	NonEff
Bgt-2614	NonEff	NonEff
Bgt-20708	NonEff	NonEff
Bgt-50538	NonEff	NonEff
Bgt-5035	NonEff	NonEff
Bgt-769	NonEff	NonEff
Bgt-1195	NonEff	NonEff
Bgt-3250	NonEff	NonEff
Bgt-2720	NonEff	NonEff
Bgt-5122	NonEff	NonEff
Bgt-144-2	NonEff	NonEff
Bgt-31	NonEff	NonEff
Bgt-20955	NonEff	NonEff
Bgt-5377	NonEff	NonEff
Bgt-3269	NonEff	NonEff
Bgt-3267	NonEff	NonEff
Bgt-5254	NonEff	NonEff
Bgt-500	NonEff	NonEff
Bgt-2741	NonEff	NonEff
Bgt-4991	NonEff	NonEff
Bgt-20107	NonEff	NonEff
Bgt-50647	NonEff	NonEff
Bgt-331	NonEff	NonEff
Bgt-4467	NonEff	NonEff
Bgt-4293	NonEff	NonEff
Bgt-3549	NonEff	NonEff
Bgt-50645	NonEff	NonEff
Bgt-2639	NonEff	NonEff
Bgt-2646	NonEff	NonEff
Bgt-4936	NonEff	NonEff
Bgt-5477	NonEff	NonEff
Bgt-1211	NonEff	NonEff
Bgt-1210	NonEff	NonEff
Bgt-50644	NonEff	NonEff
Bgt-4523	NonEff	NonEff
Bgt-590	NonEff	NonEff
Bgt-5237	NonEff	NonEff
Bgt-5478	NonEff	NonEff
Bgt-50643	NonEff	NonEff
BgtAc-30797	NonEff	NonEff
Bgt-2316	NonEff	NonEff
BgtA-20867	NonEff	NonEff
